Product_ID,Variant_ID,Company_ID,Company_Location_ID,Quantity,Contract_Price,Last_Purchase_Price,Template_Name,Template_Price
"018_300000003628279","","","","",,,"FRANCHISE",0
"050_300000003628279","","","","",,,"FRANCHISE",0
"051_300000003628279","","","","",,,"FRANCHISE",0
"053_300000003628227","","","","",,,"FRANCHISE",0
"057_300000003628227","","","","",,,"FRANCHISE",0
"060_300000003628227","","","","",,,"FRANCHISE",0
"064_300000003628227","","","","",,,"FRANCHISE",0
"066_300000003628227","","","","",,,"FRANCHISE",0
"067_300000003628227","","","","",,,"FRANCHISE",0
"070_300000003628227","","","","",,,"FRANCHISE",0
"071_300000003628227","","","","",,,"FRANCHISE",0
"072_300000003628227","","","","",,,"FRANCHISE",0
"072_300000003628419","","","","",,,"FRANCHISE",0
"073_300000003628227","","","","",,,"FRANCHISE",0
"074_300000003628227","","","","",,,"FRANCHISE",0
"074_300000003628419","","","","",,,"FRANCHISE",0
"075_300000003628227","","","","",,,"FRANCHISE",0
"076_300000003628227","","","","",,,"FRANCHISE",0
"077_300000003628227","","","","",,,"FRANCHISE",0
"078_300000003628227","","","","",,,"FRANCHISE",0
"078_300000003628419","","","","",,,"FRANCHISE",0
"080_300000003628227","","","","",,,"FRANCHISE",0
"082_300000003628279","","","","",,,"FRANCHISE",0
"083_300000003628279","","","","",,,"FRANCHISE",0
"084_300000003628279","","","","",,,"FRANCHISE",0
"088_300000003628227","","","","",,,"FRANCHISE",0
"090_300000003628279","","","","",,,"FRANCHISE",0
"096_300000003628227","","","","",,,"FRANCHISE",0
"097_300000003628227","","","","",,,"FRANCHISE",0
"155_300000003628279","","","","",,,"FRANCHISE",0
"","100000007946621","","","",,,"FRANCHISE",2.3897
"","100000007946980","","","",,,"FRANCHISE",4.9124
"","100000007945441","","","",,,"FRANCHISE",0.2741
"","100000007945466","","","",,,"FRANCHISE",1.1607
"","100000007945483","","","",,,"FRANCHISE",1.255
"","100000007945500","","","",,,"FRANCHISE",0.8823
"","100000007945428","","","",,,"FRANCHISE",1.5937
"","100000007945494","","","",,,"FRANCHISE",2.3671
"","100000007948347","","","",,,"FRANCHISE",4.587
"","100000007943587","","","",,,"FRANCHISE",1.2683
"","100000007946638","","","",,,"FRANCHISE",2.4663
"","100000007946951","","","",,,"FRANCHISE",3.72
"","100000007943813","","","",,,"FRANCHISE",0.2357
"","100000007945608","","","",,,"FRANCHISE",1.08
"","100000007945635","","","",,,"FRANCHISE",1.9146
"","100000007945526","","","",,,"FRANCHISE",2.8889
"","100000007945792","","","",,,"FRANCHISE",0.6303
"","100000007945814","","","",,,"FRANCHISE",0.6788
"","100000007945936","","","",,,"FRANCHISE",1.1487
"","100000007945919","","","",,,"FRANCHISE",2.9107
"","100000007945827","","","",,,"FRANCHISE",2.6565
"","100000007943541","","","",,,"FRANCHISE",1.7604
"","100000007944435","","","",,,"FRANCHISE",0.1496
"","100000007944494","","","",,,"FRANCHISE",0.301
"","100000007944353","","","",,,"FRANCHISE",0.2831
"","100000007943643","","","",,,"FRANCHISE",0.448
"","100000007932601","","","",,,"FRANCHISE",0.2617
"","100000007944041","","","",,,"FRANCHISE",3.7982
"","100000007931387","","","",,,"FRANCHISE",0.4052
"","100000007932576","","","",,,"FRANCHISE",0.3579
"","100000007932223","","","",,,"FRANCHISE",0.4794
"","100000007932250","","","",,,"FRANCHISE",0.5835
"","100000007932268","","","",,,"FRANCHISE",0.4687
"","100000007932334","","","",,,"FRANCHISE",0.7449
"","100000007931409","","","",,,"FRANCHISE",0.2177
"","100000007931775","","","",,,"FRANCHISE",0.2836
"","100000007931827","","","",,,"FRANCHISE",0.4786
"","100000007948589","","","",,,"FRANCHISE",0.5974
"","100000007948456","","","",,,"FRANCHISE",1.0854
"","100000007932727","","","",,,"FRANCHISE",0.548
"","100000007949488","","","",,,"FRANCHISE",0.2541
"","100000007949444","","","",,,"FRANCHISE",0.3382
"","100000007949432","","","",,,"FRANCHISE",0.4273
"","100000007944796","","","",,,"FRANCHISE",2.7737
"","100000007944758","","","",,,"FRANCHISE",3.7973
"","100000007946683","","","",,,"FRANCHISE",1.1124
"","100000007933023","","","",,,"FRANCHISE",0.187
"","100000007947608","","","",,,"FRANCHISE",16.2604
"","100000007944770","","","",,,"FRANCHISE",4.6694
"","100000007944746","","","",,,"FRANCHISE",0.5779
"","100000007944699","","","",,,"FRANCHISE",1.1505
"","100000007944633","","","",,,"FRANCHISE",0.3141
"","100000007944659","","","",,,"FRANCHISE",0.3553
"","100000007945493","","","",,,"FRANCHISE",0.6511
"","100000007946988","","","",,,"FRANCHISE",3.8771
"","100000007947610","","","",,,"FRANCHISE",0.8895
"","100000007945508","","","",,,"FRANCHISE",2.6627
"","100000007945770","","","",,,"FRANCHISE",2.4
"","100000007946448","","","",,,"FRANCHISE",4.1625
"","100000007943614","","","",,,"FRANCHISE",5.6672
"","100000007947919","","","",,,"FRANCHISE",1.1486
"","100000007945649","","","",,,"FRANCHISE",0.9485
"","100000007946599","","","",,,"FRANCHISE",13.34
"","100000007946486","","","",,,"FRANCHISE",11.6267
"","100000007943602","","","",,,"FRANCHISE",8.98
"","100000007943570","","","",,,"FRANCHISE",0.9427
"","100000007949387","","","",,,"FRANCHISE",0.247
"","100000007949305","","","",,,"FRANCHISE",1.6712
"","100000007944618","","","",,,"FRANCHISE",21.16
"","100000007932516","","","",,,"FRANCHISE",0.0896
"","100000007932465","","","",,,"FRANCHISE",0.1479
"","100000007932403","","","",,,"FRANCHISE",1.0611
"","100000007949306","","","",,,"FRANCHISE",2.5331
"","100000007949355","","","",,,"FRANCHISE",4.2457
"","100000007949300","","","",,,"FRANCHISE",6.5481
"","100000007944525","","","",,,"FRANCHISE",0.7026
"","100000007944547","","","",,,"FRANCHISE",0.9159
"","100000007944544","","","",,,"FRANCHISE",0.9842
"","100000007944557","","","",,,"FRANCHISE",0.1545
"","100000007944612","","","",,,"FRANCHISE",0.3524
"","100000007949338","","","",,,"FRANCHISE",20.692
"","100000007949322","","","",,,"FRANCHISE",3.3546
"","100000007944823","","","",,,"FRANCHISE",4.5398
"","100000007944664","","","",,,"FRANCHISE",0.4673
"","100000007944684","","","",,,"FRANCHISE",0.5398
"","100000007944673","","","",,,"FRANCHISE",0.2969
"","100000007949307","","","",,,"FRANCHISE",0.325
"","100000007949367","","","",,,"FRANCHISE",0.2775
"","100000007949318","","","",,,"FRANCHISE",0.558
"","100000007949034","","","",,,"FRANCHISE",0.2344
"","100000007950020","","","",,,"FRANCHISE",0.1136
"","100000007950067","","","",,,"FRANCHISE",0.4087
"","100000007944748","","","",,,"FRANCHISE",0.2726
"","100000007945519","","","",,,"FRANCHISE",0.3514
"","100000007945448","","","",,,"FRANCHISE",0.5488
"","100000007945762","","","",,,"FRANCHISE",0.7924
"","100000007945779","","","",,,"FRANCHISE",1.845
"","100000007946587","","","",,,"FRANCHISE",2.6956
"","100000007945506","","","",,,"FRANCHISE",0.6096
"","100000007945418","","","",,,"FRANCHISE",0.6793
"","100000007945031","","","",,,"FRANCHISE",1.9738
"","100000007945064","","","",,,"FRANCHISE",1.0388
"","100000007946547","","","",,,"FRANCHISE",10.775
"","100000007946478","","","",,,"FRANCHISE",7.25
"","100000007946559","","","",,,"FRANCHISE",10.48
"","100000007946534","","","",,,"FRANCHISE",17.09
"","100000007946576","","","",,,"FRANCHISE",14.7246
"","100000007962245","","","",,,"FRANCHISE",0.33
"","100000007962371","","","",,,"FRANCHISE",0.63
"","100000007962480","","","",,,"FRANCHISE",2.841
"","100000007962594","","","",,,"FRANCHISE",5.0159
"","100000008000348","","","",,,"FRANCHISE",0.7822
"","100000007944189","","","",,,"FRANCHISE",5.0244
"","100000007944592","","","",,,"FRANCHISE",0.2983
"","100000007944795","","","",,,"FRANCHISE",0.1891
"","100000007994439","","","",,,"FRANCHISE",1.31
"","100000007942966","","","",,,"FRANCHISE",0.3735
"","100000007947900","","","",,,"FRANCHISE",2.4475
"","100000007948317","","","",,,"FRANCHISE",9.2589
"","100000007948483","","","",,,"FRANCHISE",0.7665
"","100000007948509","","","",,,"FRANCHISE",0.5705
"","100000007994254","","","",,,"FRANCHISE",5.98
"","100000007995155","","","",,,"FRANCHISE",0.61
"","100000007943073","","","",,,"FRANCHISE",0.2615
"","100000007943905","","","",,,"FRANCHISE",0.2884
"","100000007944272","","","",,,"FRANCHISE",0.816
"","100000007944131","","","",,,"FRANCHISE",1.2138
"","100000007944076","","","",,,"FRANCHISE",0.8639
"","100000007949495","","","",,,"FRANCHISE",1.4083
"","100000007945087","","","",,,"FRANCHISE",1.8092
"","100000007945968","","","",,,"FRANCHISE",2.196
"","100000007946003","","","",,,"FRANCHISE",2.2597
"","100000007946038","","","",,,"FRANCHISE",4.6093
"","100000007945942","","","",,,"FRANCHISE",6.16
"","100000007945562","","","",,,"FRANCHISE",3.38
"","100000007945603","","","",,,"FRANCHISE",4.6053
"","100000007994490","","","",,,"FRANCHISE",5.58
"","100000007994703","","","",,,"FRANCHISE",3.29
"","100000007945556","","","",,,"FRANCHISE",5.88
"","100000007945573","","","",,,"FRANCHISE",6.7798
"","100000007945581","","","",,,"FRANCHISE",0.6451
"","100000007945544","","","",,,"FRANCHISE",0.9205
"","100000007945582","","","",,,"FRANCHISE",0.9
"","100000007944605","","","",,,"FRANCHISE",0.22
"","100000007944518","","","",,,"FRANCHISE",0.2029
"","100000007994791","","","",,,"FRANCHISE",3.22
"","100000007946530","","","",,,"FRANCHISE",4.76
"","100000007946520","","","",,,"FRANCHISE",16.48
"","100000007946575","","","",,,"FRANCHISE",19.48
"","100000007946485","","","",,,"FRANCHISE",21.3912
"","100000008004049","","","",,,"FRANCHISE",0.1891
"","100000008005012","","","",,,"FRANCHISE",0.2702
"","100000008007329","","","",,,"FRANCHISE",15.8738
"","100000008008000","","","",,,"FRANCHISE",4.7585
"","100000007962835","","","",,,"FRANCHISE",0.8718
"","100000007945682","","","",,,"FRANCHISE",1.86
"","100000007945709","","","",,,"FRANCHISE",1.8652
"","100000007945751","","","",,,"FRANCHISE",2.2219
"","100000007945692","","","",,,"FRANCHISE",3.4273
"","100000007945745","","","",,,"FRANCHISE",3.8968
"","100000007945694","","","",,,"FRANCHISE",3.0048
"","100000008004535","","","",,,"FRANCHISE",0.4024
"","100000008001438","","","",,,"FRANCHISE",2.6754
"","100000007963418","","","",,,"FRANCHISE",0.12
"","100000007963256","","","",,,"FRANCHISE",0.22
"","100000007963299","","","",,,"FRANCHISE",0.29
"","100000007966308","","","",,,"FRANCHISE",0.4033
"","100000008000851","","","",,,"FRANCHISE",0.5109
"","100000008001127","","","",,,"FRANCHISE",4.2134
"","100000008000045","","","",,,"FRANCHISE",9.1705
"","100000008000645","","","",,,"FRANCHISE",10.8133
"","100000008000139","","","",,,"FRANCHISE",5.8713
"","100000008000561","","","",,,"FRANCHISE",1.7528
"","100000007963870","","","",,,"FRANCHISE",0.192
"","100000007963799","","","",,,"FRANCHISE",0.1826
"","100000008000799","","","",,,"FRANCHISE",1.7439
"","100000008001050","","","",,,"FRANCHISE",5.6981
"","100000008000809","","","",,,"FRANCHISE",1.7415
"","100000008000328","","","",,,"FRANCHISE",2.6066
"","100000008000731","","","",,,"FRANCHISE",2.1067
"","100000007994468","","","",,,"FRANCHISE",1.66
"","100000008007005","","","",,,"FRANCHISE",1.8634
"","100000008006824","","","",,,"FRANCHISE",2.709
"","100000008004967","","","",,,"FRANCHISE",0.8009
"","100000008004445","","","",,,"FRANCHISE",0.8697
"","100000008004794","","","",,,"FRANCHISE",1.7123
"","100000008005230","","","",,,"FRANCHISE",0.3323
"","100000008037331","","","",,,"FRANCHISE",0.19
"","100000008037607","","","",,,"FRANCHISE",0.177
"","100000008037420","","","",,,"FRANCHISE",0.2179
"","100000007916501","","","",,,"FRANCHISE",0.0905
"","100000007916448","","","",,,"FRANCHISE",0.2949
"","100000007918279","","","",,,"FRANCHISE",2.4859
"","100000007914643","","","",,,"FRANCHISE",0.5071
"","100000007914670","","","",,,"FRANCHISE",0.5313
"","100000007914546","","","",,,"FRANCHISE",0.3006
"","100000008010466","","","",,,"FRANCHISE",1.7692
"","100000008010685","","","",,,"FRANCHISE",2.0375
"","100000007914650","","","",,,"FRANCHISE",0.1383
"","100000007914534","","","",,,"FRANCHISE",0.1495
"","100000007914525","","","",,,"FRANCHISE",0.654
"","100000007914575","","","",,,"FRANCHISE",0.3716
"","100000007914659","","","",,,"FRANCHISE",0.3594
"","100000007914515","","","",,,"FRANCHISE",0.4923
"","100000008012683","","","",,,"FRANCHISE",11.2284
"","100000007976575","","","",,,"FRANCHISE",0.2206
